TypeData.CompTypeID,TypeData.GenCompType,failure_locations
SwitchLimit_2_V0,Switch - Large Mechanical Limit Type,"['Wiring', 'Actuator arm', 'Switch', 'Steel roller']"
Tank_Mixer_1,Tank Mixer or Agitator,"['Belts', 'Agitator Bearings - Antifriction', 'Packing Gland', 'Motor Bearings - Antifriction', 'Motor Gaskets', 'Lubrication Delivery Tubes', 'Agitator Bearing Grease Seals', 'Safety Guards', 'Motor Leads and Electrical Connections', 'Frame and Mounting including hardware', 'Motor Shaft', 'Motor Stator Windings', 'Motor Endbells or Bearing Housings', 'Lubrication - Grease', 'Motor Fan', 'Packing (mixer shaft)', 'Motor Stator Laminations', 'Start-Stop Controls', 'Motor Space Heaters', 'Agitator Shaft', 'Pulleys', 'Motor Rotor bars and shorting rings (cast type)', 'Tank or Vessel', 'Agitator Blades or Paddle', 'Motor Bearing Grease Seals']"
TankandHeater_1_V0,Tank with Electric Heater,"['Flex hose, piping, fittings, if present', 'Tank Ground (Earth) Connection, if present', 'Gaskets, if present', 'Tank Immersion Heaters', 'Tank internal coating, if present', 'Access Hatch', 'Tank Breather, if present', 'Tank']"
Tool_Pneu_HammerDrill_V0,Tool - Pneumatic - Hammer Drill,"['Rubber - Nitrogen/Air Tube', 'Lock Plate, Tabbed Washer, or Keys', 'Packing - Nitrogen/Air Tube', 'Cylinder Body', 'Sleeve, Liner, Bushing, Slip Ring, or Shank Aligner', 'Spring', 'Fasteners (Bolts, Nuts, T-Bolt, Tie Rod and Nut) - External', 'Striking Bar', 'O-rings', 'Gears - Drive, Intermediate, Idler', 'Piston', 'Tube - Nitrogen/Air Tube, Flushing Pipe, Shaft Tube', 'Bearings - Needle Type (includes Thrust)', 'Pin Slots', 'Chuck', 'Housing, Cover, Backhead, or Manifold', 'Spacers, Rings, Seats, Adapters', 'Air Pipe (Hose) and Connectors (device only - not main nitrogen/air supply)', 'Nitrogen/Air Supply Line Connector to Drill and Air Motor', 'Gears and Shafts - Drive, Intermediate, Idler', 'Plugs, Caps', 'Exhaust Muffler', 'Nitrogen/Air Supply Quality', 'Drill Steel', 'Exhaust Swivel', 'Pins - Alignment, Roll, Spring, Shear']"
Trailer_Enclosure_V0,Trailer with Enclosure,"['Trailer - Brakes - Electric', 'Trailer - Wheel Rims', 'Trailer - Levelers', 'Trailer - Tires', 'Trailer - Suspension', 'Trailer - Bed, Frame, and Lifting Lugs', 'Trailer - Battery Charger, if present', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles', 'Trailer - Hitch or Coupling', 'Trailer - Wheel Bearings', 'Trailer - Enclosure - Door Gas Springs', 'Trailer - Enclosure - Doors and Latches', 'Trailer - Battery (Backup power for electric breaks), if present', 'Trailer - Jack and Stand', 'Trailer - Brakes - Hydraulic', 'Trailer - Electric Lights', 'Trailer - Brakes - Electric and Wiring', 'Trailer - Wheel Bearing Grease']"
TURB_1800_1,Main Turbine - 1800RPM - HP,"['HP horizontal joint', 'HP Casing pressure instruments', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'Supervisory Instrumentation -  Shell temperature indicators', 'HP Bearings (journals only)', 'HP Dovetail/Blade Attachment', 'HP blade tip packing', 'HP Casing diaphragm and gland fits', 'HP sliding feet', 'HP Couplings', 'Front Standard Shaft-driven pump impeller, if present', 'HP Bearings (journal and thrust)', 'HP oil deflectors', 'HP Rotor Bore', 'HP stationary diaphragms/blade ring packing', 'HP Blades Covers', 'HP Casing insulation, all types', 'HP nozzle blocks', 'HP stationary diaphragms/blade rings', 'HP Journals', 'HP Blade Root', 'Front Standard Stub/Quill shaft', 'HP oil seals', 'HP end gland packing/steam seals', 'HP Casing piping bolted joint flanges', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'HP Casing horizontal/vertical joints', 'HP gib/centering keys', 'HP Wheel/Disk', 'HP Blades', 'HP Casing access covers', 'HP equalizer line']"
TURB_1800_2,Main Turbine - 1800RPM - LP,"['LP stationary diaphragms/blade rings', 'LP Casing piping bolted joint flanges', 'Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP end gland packing/steam seals', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP Exhaust Hood Sprays', 'Supervisory Instrumentation -  Shell temperature indicators', 'LP Couplings', 'LP Lift/Jacking Pumps', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP oil deflectors', 'LP Casing access covers', 'LP Rotor Bore, if present', 'LP Casing piping bolted joint flanges (internal and external)', 'LP inner shell bolting shield', 'LP Blade Root', 'LP Blades Covers', 'Performance piping', 'LP Casing temperature instruments', 'LP horizontal joint', 'LP Rupture disk', 'LP blade tip packing', 'LP oil seals', 'LP Bearings (journals)', 'LP Journals', 'LP Coupling cover', 'LP Blades', 'Turning gear', 'LP stationary diaphragms/blade ring packing', 'LP Casing horizontal/vertical joints', 'LP Wheel/Disk', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP gib/centering keys', 'LP Bearing Oil Overflow Drains', 'LP Casing diaphragm and gland fits', 'LP sliding feet, if present']"
TURB_3600_1,Main Turbine - 3600RPM - HP,"['HP Casing pressure instruments', 'HP Blade Roots', 'Front Standard - Control rotor (impeller, shaft, steady rest bearing, grounding shoes), if present', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'HP Casing diaphragm and gland fits', 'HP Couplings', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'Front Standard - Quill shaft', 'HP Bearings (journal and thrust)', 'HP Bearings (journal only)', 'HP Packing land', 'HP equalizer valve', 'Standard - sliding feet', 'HP oil deflectors', 'HP blade tip seal strips', 'HP Rotor Bore', 'Front Standard - Shaft-driven pump impeller wear rings, if present', 'HP Blades Covers', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'HP Casing insulation, all types', 'Front Standard - Shaft-driven pump impeller, if present', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'HP nozzle blocks', 'HP Journals', 'HP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'HP Blade Root', 'HP oil seals', 'HP Casing piping bolted joint flanges', 'HP Casing horizontal/vertical joints', 'HP gib/centering keys', 'HP Diaphragms', 'HP Blades', 'HP Heat Groove']"
TURB_3600_2,Main Turbine - 3600RPM - IP,"['IP nozzle blocks', 'IP blade tip seal strips', 'IP Bearings (journal only)', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'IP Couplings', 'IP Rotor Bore', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'IP Casing horizontal/vertical joints', 'IP Diaphragms', 'IP Casing diaphragm and gland fits', 'IP Casing insulation, all types', 'IP Packing land', 'IP Blades', 'IP oil seals', 'Standard - sliding feet', 'IP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'IP Blade Root', 'IP Casing piping bolted joint flanges', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'IP Blades Covers', 'IP Heat Groove', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'IP Bearings (journal and thrust)', 'IP oil deflectors', 'IP Journals', 'IP Blade Roots', 'IP Casing pressure instruments', 'IP gib/centering keys', 'IP equalizer valve']"
TURB_3600_3,Main Turbine - 3600RPM - LP,"['LP stationary diaphragms/blade rings', 'LP Casing piping bolted joint flanges', 'LP end gland packing/steam seals', 'LP Exhaust Hood Sprays', 'LP Couplings', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP Lift/Jacking Pumps', 'LP Turning gear', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Bearings (journal)', 'LP oil deflectors', 'LP Casing access covers', 'LP Rotor Bore, if present', 'LP Casing piping bolted joint flanges (internal and external)', 'LP inner shell bolting shield', 'LP Blade Root', 'LP Blades Covers', 'Performance piping', 'LP Casing temperature instruments', 'LP horizontal joint', 'LP Rupture disk', 'LP blade tip packing', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP oil seals', 'LP Journals', 'LP Coupling cover', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'LP Blades', 'LP stationary diaphragms/blade ring packing', 'LP Casing horizontal/vertical joints', 'LP Wheel/Disk', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP gib/centering keys', 'LP Bearing Oil Overflow Drains', 'LP Casing diaphragm and gland fits', 'LP sliding feet, if present']"
TURB_EHC_1,Main Turbine - EHC Hydraulics,"['Main Pump Rotating Components', 'Pump Coupling', 'Relief Valves', 'Mechanical Filter and Strainers, e.g. Metal, Cellulose, and Synthetic Fiber Medias', 'Heaters', 'Cabling', 'Actuators, hydraulic', 'Chemical Filter: Fullers Earth, Activated Alumina, or Modified Activated Alumina', 'Actuators, diaphragm', 'Temperature Switch', 'Unloader Valves, and Flow Control Valves', 'Accumulators', 'Cabinet fan', 'Level and Limit Switches', 'Solenoid Valves; e.g. Test, Trip, and Lockout', 'Pressure Switches', 'Actuators, mechanical, e.g. Trip and Shutoff', 'Coolers', 'Check Valve', 'Phosphate Ester Fluid', 'Tubing, Piping and Supports', 'Servo Valves', 'Breather (Desiccant media, silica gel and activated alumina)', 'Pressure Compensator']"
TURB_GSSYS_1,Main Turbine Gland Steam System with Atemperator,"['Strainers', 'Desuperheater (Atemperator) - Spray Nozzles', 'Gland Packing', 'Gland Packing - Spring Back Type only', 'Check Valves', 'Relief Valves', 'Steam Seal Bypass Unloading Valve', 'Header Pressure Indicator', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Gland Seal Pressure Controller', 'Gland Packing Housing', 'Gland seal (or steam packing) Condenser', 'Orifices', 'Piping', 'Gland Seal (or steam packing) Drain', 'Desuperheater (Atemperator) - Controller']"
TURB_GSSYS_2,Main Turbine Gland Steam System without Atemperator,"['Strainers', 'Gland Packing', 'Steam Seal Bypass Unloading Valve', 'Gland Packing - Spring Back Type only', 'Check Valves', 'Relief Valves', 'Header Pressure Indicator', 'Gland Seal (or steam packing) Condenser Exhauster', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Gland Seal Pressure Controller', 'Gland Packing Housing', 'Gland seal (or steam packing) Condenser', 'Orifices', 'Piping', 'Gland Seal (or steam packing) Drain']"
TURB_LOHX_1,Main Turbine Lube Oil Heat Exchanger,"['Shell, Inlet and Outlet Nozzles', 'Tube Sheets', 'Closure Devices, Channel Partitions, Reversing Chambers, and Flange', 'Tube Joint: Welded', 'Internal Hardware; including: Baffle Plates, Support Plates, Tie Rods, and Spacers', 'Tubes', 'Tube Joint: Rolled']"
TURB_LOPM_1,Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor,"['Motor Machine Fits', 'Pump / Motor Mount', 'Pump Impeller', 'Pump Bearing Oil Supply Line', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Leads and Electrical Connections', 'Motor Bearings: Antifriction', 'Motor Shaft', 'Pump Casing Vent', 'Motor Bearing Seal', 'Pump Bearing Retainers', 'Pump Bearings - Thrust', 'Pump Bearings - Sleeve', 'Motor Cooling Fan', 'Pump Discharge Head', 'Pump Gaskets', 'Pump Column Piping', 'Motor Space Heaters', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Pump Wear rings', 'Pump / Motor Coupling', 'Pump Mechanical Seal', 'Pump Shaft', 'Motor Stator - Windings', 'Pump Suction Strainer']"
TURB_LOPM_2,Main Turbine Lube Oil AC Bearing Oil Pump and Motor,"['Motor Machine Fits', 'Pump / Motor Mount', 'Pump Impeller', 'Pump Bearing Oil Supply Line', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Leads and Electrical Connections', 'Motor Bearings: Antifriction', 'Motor Shaft', 'Pump Casing Vent', 'Motor Bearing Seal', 'Pump Bearing Retainers', 'Pump Bearings - Thrust', 'Pump Bearings - Sleeve', 'Motor Cooling Fan', 'Pump Discharge Head', 'Pump Gaskets', 'Pump Column Piping', 'Motor Space Heaters', 'Motor Cast Rotor: Rotor bars and shorting rings', 'Pump Wear rings', 'Pump / Motor Coupling', 'Pump Mechanical Seal', 'Pump Shaft', 'Motor Stator - Windings', 'Pump Suction Strainer']"
TURB_LOPM_3,Main Turbine Lube Oil Bearing Oil Lift Pump and Motor,"['Pump and Motor Base', 'Pump and Motor Coupling', 'Motor Bearings', 'Discharge piping and flex lines', 'Motor Cooling Fan', 'Motor Leads and Electrical Connections', 'LP Lift/Jacking Pumps', 'Motor Stator - Windings', 'Oil Supply Piping', 'Pump Suction Strainer', 'Pressure Switch', 'Discharge Piping Ball Check Valve']"
TURB_LOPM_4,Main Turbine Lube Oil DC Emergency Pump and Motor,"['Motor Machine Fits', 'Pump / Motor Mount', 'Pump Impeller', 'Motor Brushes', 'Pump Bearing Oil Supply Line', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Brush Rigging', 'Motor Armature - Windings', 'Motor Leads and Electrical Connections', 'Motor Bearings: Antifriction', 'Motor Shaft', 'Pump Casing Vent', 'Motor Bearing Seal', 'Pump Bearing Retainers', 'Pump Bearings - Thrust', 'Motor Rotor - Commutator', 'Motor Cooling Fan', 'Pump Bearings - Sleeve', 'Pump Discharge Head', 'Pump Gaskets', 'Pump Column Piping', 'Motor Armature', 'Motor Space Heaters', 'Pump Wear rings', 'Pump / Motor Coupling', 'Pump Mechanical Seal', 'Pump Shaft', 'Motor Stator - Windings', 'Pump Suction Strainer']"
TURB_LORSVR_1,Main Turbine Lube Oil Reservoir with Booster Pump,"['Demister, outlet drain', 'Vapor Extractor Discharge Valve', 'Booster Pump and Turbine Assembly', 'Booster Pump Baffler Valve', 'Three-way Transfer Valve (bearing oil coolers)', 'Electric Pumps discharge check valve', 'Oil Loop Seals', 'Immersion Heaters, if present', 'External Heater, if present', 'Vapor Extractor', 'Pipe Supports', 'Flanged Joints', 'Reservoir Return Strainer Access Hatch', 'Demister, inlet and outlet', 'Booster Pump Turbine Nozzles', 'Mechanical Oil Level Gauge', 'Booster Pump Inlet Strainer', 'Booster Pump discharge check valve', 'Return Strainers', 'Vapor Extractor discharge check valves', 'Pressure Relief Valve (i.e. Regulator valve)', 'Manual Valves, e.g. drain valves', 'Booster Pump Baffler Bypass Valve', 'Reservoir', 'Oil']"
TURB_LORSVR_2,Main Turbine Lube Oil Reservoir with Ejectors,"['Demister, outlet drain', 'Vapor Extractor Discharge Valve', 'Ejector Assembly', 'Three-way Transfer Valve (bearing oil coolers)', 'Ejector Check Disk', 'Manual Valves', 'Oil Loop Seals', 'Pump discharge check valves', 'External Heater, if present', 'Immersion Heaters', 'Pipe Supports', 'Flanged Joints', 'Reservoir Return Strainer Access Hatch', 'Demister, inlet and outlet', 'Vapor Extractors', 'Mechanical Oil Level Gauge', 'Ejector Nozzles', 'Ejector discharge check valve', 'Return Strainers', 'Ejector Inlet Strainer', 'Vapor Extractor discharge check valves', 'Pressure Relief Valve (i.e. Regulator valve)', 'Reservoir', 'Oil']"
TURB_MHC_GE_1,Main Turbine - MHC Controls - GE - Separately Mounted Control Valves,"['Fly Weight Governor and Drive Gears', 'Hydraulic Relays (speed, intercept, secondary speed, pre-emergency governor, etc)', 'Hydraulic Actuators (main, and reheat stop if present)', 'Limit Switches - Electric on Valve Actuators', 'Emergency Governor', 'Speed Load Changer', 'Extraction Relay Dump Valve', 'Stop Valve Bypass Mechanism', 'Trip Assembly Master Vacuum', 'Thrust Bearing Wear Detector', 'Limit Switches - Electric excluding valve actuators', 'Hydraulic Actuators (control, and intercept if present)', 'Pneumatic Relays (blow down, water spray, equalizer, valve test, etc)', 'Governor Drive Bearings', 'Control Valves - Separately Mounted', 'Control and Intercept Valve Operating Linkages', 'Transmitter Receivers (intercepts, control, hydraulic relays)', 'Overspeed Trip Mechanism', 'Limit Switches - Pneumatic']"
TURB_MHC_GE_2,Main Turbine - MHC Controls - GE - Shell or Chest Mounted Control Valves,"['Fly Weight Governor and Drive Gears', 'Hydraulic Relays (speed, intercept, secondary speed, pre-emergency governor, etc)', 'Hydraulic Actuators (main, and reheat stop if present)', 'Limit Switches - Electric on Valve Actuators', 'Emergency Governor', 'Speed Load Changer', 'Extraction Relay Dump Valve', 'Stop Valve Bypass Mechanism', 'Trip Assembly Master Vacuum', 'Thrust Bearing Wear Detector', 'Limit Switches - Electric excluding valve actuators', 'Hydraulic Actuators (control, and intercept if present)', 'Pneumatic Relays (blow down, water spray, equalizer, valve test, etc)', 'Governor Drive Bearings', 'Control Valves - Shell or Chest Mounted', 'Control and Intercept Valve Operating Linkages', 'Transmitter Receivers (intercepts, control, hydraulic relays)', 'Overspeed Trip Mechanism', 'Limit Switches - Pneumatic']"
